imdb_id,star,genre,runtime,user,critc,dir_popu,ac1_popu,ac2_popu,ac3_popu,total_box_office,n_of_posters,opening_box_office,year,budget_mixed
tt0407121,6.4,Animation,68,31,46,1.000124,3.014229,2.59959,1.568,55686944,31,5805559,2005,20000000
tt0357507,4.2,Drama,89,396,140,1.000379,2.073415,2.633211,1.532761,67192859,20,19020655,2005,20000000
tt0368578,4.6,Adventure,95,152,75,1.688469,7.291108,3.674637,1.134471,98114471,11,18575214,2005,20000000
tt0373074,7.8,Action,99,364,372,8.406848,8.406848,3.130962,3.404574,102034104,36,269225,2005,20000000
tt0375920,6.4,Biography,114,263,112,1,19.45855,3.44527,3.869653,9448623,12,27804,2005,22000000
tt0367652,4.6,Comedy,83,169,99,1.066383,2.732121,1.460553,1.789581,45273464,11,9626287,2005,22000000
tt0298296,3.9,Action,89,85,20,1.003734,8.213718,1.993329,5.492025,57520063,16,12211986,2005,22000000
tt0356443,5.1,Drama,120,52,16,1.000049,4.730938,12.081199,4.084726,1696765,7,21281,2005,24000000
tt0347149,8.2,Animation,119,343,225,4.892775,1.833594,3.368042,2.046522,237814327,53,427987,2005,24000000
tt0373450,6.5,Crime,107,131,99,1.442012,12.198778,5.661008,3.648729,1415656,9,139542,2005,25000000
tt0388183,4.2,Comedy,95,20,23,1.036,2.754001,1.725607,1.727059,4049527,4,2137685,2005,25000000
tt0373416,4.1,Action,95,26,32,1.195727,3.693655,1.873188,4.043518,5654777,5,2525364,2005,25000000
tt0388980,7.5,Biography,120,113,84,4.130589,5.864879,3.106189,2.830695,15468266,18,3657322,2005,25000000
tt0412080,7.8,Biography,127,252,125,1.422604,10.561283,3.142427,1.168,18991288,21,400782,2005,25000000
tt0396652,6,Comedy,98,80,67,1.12,3.861595,7.643113,1.021168,25732334,14,6807471,2005,25000000
tt0388500,5.5,Comedy,105,59,70,1.000075,2.255582,4.22282,3.649244,38351350,8,12801465,2005,25000000
tt0391304,6.6,Comedy,107,164,111,1.00862,4.108568,8.101677,2.892232,41921590,25,7576593,2005,25000000
tt0421239,6.5,Mystery,85,681,214,2.397256,9.208256,6.999314,5.20473,96666486,21,16167662,2005,26000000
tt0405422,7.1,Comedy,116,554,180,1.116728,5.68539,4.057856,4.645266,177344230,39,21422815,2005,26000000
tt0373908,3.1,Comedy,90,70,44,1.110072,1.979824,3.037806,2.666564,13174426,5,5538835,2005,27000000
tt0297284,6.4,Crime,106,228,126,1.822226,5.101324,1.918889,5.804188,16566235,31,1911358,2005,27000000
tt0414387,7.8,Drama,135,"1,084",179,1.542765,7.92823,2.709952,2.59959,126549607,27,38330,2005,28000000
tt0366627,7.1,Drama,103,265,162,1.000001,4.439657,7.92823,8.62256,15452978,23,2723682,2005,28500000
tt0358273,7.9,Biography,136,859,289,2.643253,4.782225,6.783647,4.432279,187707495,43,22347341,2005,29000000
tt0403016,4.1,Action,80,39,40,1.000027,2.99816,2.423038,2.887987,3252550,5,1330520,2005,30000000
tt0350261,7,Drama,108,153,107,2.070234,5.18885,6.432414,10.631442,18535575,17,1008308,2005,30000000
tt0395972,7.3,Drama,126,213,155,1.000511,18.351039,6.635733,4.658718,23676771,19,6422455,2005,30000000
tt0402399,6.7,Biography,135,679,224,1.153341,4.444816,2.615437,4.470491,26184400,25,20000,2005,30000000
tt0402901,5.1,Action,97,273,140,1.2352,2.249126,3.778347,2.315114,27147991,28,6147294,2005,30000000
tt0430105,6.9,Action,109,346,125,1.05991,9.613769,4.155909,1.151882,92494381,24,21176925,2005,30000000
tt0312004,7.5,Animation,85,315,207,1.002925,1.755049,5.703293,8.275229,197593152,35,16025987,2005,30000000
tt0418647,6.9,Drama,106,111,75,1.043429,7.544655,7.708452,3.895802,39498360,7,9178233,2005,32000000
tt0399146,7.5,Crime,96,"1,130",440,1.567479,8.405778,5.687897,7.405969,61477797,27,515992,2005,32000000
tt0388482,6.3,Action,87,343,164,2.649166,17.767075,2.961166,1.366992,88978458,45,16540720,2005,32000000
tt0099587,5.7,Action,115,46,12,1.510393,4.32434,8.222263,1.375899,40603,11,3527,2005,35000000
tt0332379,7.1,Comedy,109,493,206,1.069275,6.961499,1.823373,2.904266,81257,20,19622714,2005,35000000
tt0257516,5,Comedy,97,327,153,2.397256,4.562016,5.824542,1.796647,25114901,24,9633085,2005,35000000
tt0074174,7.3,Comedy,102,95,43,1.000424,3.590044,1.558603,2.015069,33500620,9,11382472,2005,35000000
tt0417001,5.9,Comedy,98,265,118,1.008698,17.22473,5.649839,3.312157,58405313,17,12855321,2005,35000000
tt0361089,5.6,Animation,76,80,94,1.64,9.1312,3.225125,4.067544,64188387,21,5914722,2005,35000000
tt0397065,5.3,Horror,113,582,228,1.119826,3.630703,1.540927,11.797512,70064800,26,12077236,2005,35000000
tt0405325,6.2,Adventure,100,224,132,1.939034,7.544655,5.296834,1.974495,83109359,20,14631784,2005,35000000
tt0372237,5.9,Comedy,105,162,104,1.034838,4.108568,2.650738,9.764883,102115888,17,20671446,2005,35000000
tt0379786,7.9,Action,119,"1,608",273,2.885734,3.834668,4.771526,3.956673,40319440,44,10086680,2005,39000000
tt0294870,7,Drama,135,740,84,1.891336,1.138883,1.000003,3.491034,31670620,16,10016021,2005,40000000
tt0430308,5.2,Biography,117,288,96,1.060279,3.429976,1.555375,2.660519,46666955,11,12020807,2005,40000000
tt0397101,6.5,Drama,104,381,194,1.195052,3.741113,2.57664,1.555375,92256918,40,16057945,2005,40000000
tt0401792,8,Crime,124,"1,747",382,2.229302,4.112039,6.652967,10.184027,158527918,51,29120273,2005,40000000
tt0396269,7,Comedy,119,652,187,1.271058,6.809752,5.643957,9.208256,283218368,29,33900720,2005,40000000
tt0399295,7.6,Crime,122,451,162,1.477302,6.363603,6.419043,6.674198,60437727,34,9390144,2005,42000000
tt0342258,7,Action,103,307,179,2.649166,6.23157,3.597605,10.631442,49037621,26,10900901,2005,43000000
tt0376108,5.1,Comedy,103,40,51,1.628737,3.55013,3.1042,3.475196,17492014,6,5033848,2005,45000000
tt0384642,5.6,Comedy,95,120,94,1.21,3.208619,5.095519,4.989994,55842724,10,20159925,2005,45000000
tt0443295,5.4,Comedy,90,110,73,1.057068,5.000421,4.470446,2.684026,72359917,12,17461108,2005,45000000
tt0393162,7.3,Biography,136,217,124,1.003416,21.798855,2.093182,1.030788,76665507,16,24182960,2005,45000000
tt0369735,5.5,Comedy,101,232,130,1.038073,5.18885,1.66842,5.369999,155931301,19,23105133,2005,45000000
tt0371257,6.9,Drama,99,360,120,1.192732,9.1312,7.088523,7.875337,4117883,16,2188199,2005,50000000
tt0331933,5.4,Comedy,100,94,59,1.471528,12.417972,2.76951,1.206823,22099706,21,8917251,2005,50000000
tt0421054,6,Action,127,374,185,3.118818,7.92823,4.112039,2.346603,22969202,26,4670120,2005,50000000
tt0378109,5.8,Action,110,214,119,2.552508,8.705754,10.490145,2.030576,41982227,28,7057854,2005,50000000
tt0424774,3.5,Action,92,186,67,3.264354,1.738226,2.089299,3.260047,69425966,10,12582088,2005,50000000
tt0381971,6.5,Animation,87,119,87,1.036,3.208619,7.223705,2.943627,71052604,26,14703405,2005,50000000
tt0365737,6.9,Drama,128,626,357,1.012338,6.793614,8.312798,8.101677,92690959,19,374502,2005,50000000
tt0400497,4.8,Adventure,101,173,117,1.038896,5.448002,4.235429,2.415401,144110682,27,12709221,2005,50000000
tt0377109,5.4,Horror,110,569,201,1.044111,7.088523,3.111044,2.211612,161941727,28,35065237,2005,50000000
tt0368709,6.4,Comedy,123,501,189,2.01788,7.005697,6.543151,4.93287,50719373,12,10618711,2005,54000000
tt0402022,5.5,Action,93,537,180,1.001718,18.351039,4.658718,2.11087,53913573,26,12661112,2005,55000000
tt0408790,6.3,Mystery,98,603,224,1.862713,5.292712,2.57664,21.415707,214392904,30,24629938,2005,55000000
tt0386588,6.6,Comedy,118,385,170,1.000747,8.190976,6.401273,5.900541,366784257,29,43142214,2005,55000000
tt0395699,5.6,Action,95,229,127,1.090646,11.666195,3.106092,3.288696,198006880,27,30552694,2005,56000000
tt0425123,6.7,Comedy,95,268,112,1.624565,6.783647,10.846382,2.528843,100687083,27,16408718,2005,58000000
tt0326905,6.7,Action,132,184,85,1.124659,3.666439,2.405176,11.759106,10597070,16,3376009,2005,60000000
tt0382628,5.6,Drama,105,419,195,1.010458,4.47359,1.251987,5.039156,49473093,12,9939251,2005,60000000
tt0329774,4.4,Action,101,222,84,3.05709,7.291108,21.798855,8.222263,71073932,36,12712272,2005,60000000
tt0385307,5.1,Action,115,160,111,1,9.015756,3.429026,4.061384,101382396,32,14043215,2005,60000000
tt0452598,5.5,Adventure,94,129,76,1.090646,3.580618,3.59545,3.58517,135015330,24,9309387,2005,60000000
tt0455499,5,Animation,78,79,77,1.191952,3.475196,4.580842,2.98906,147985373,34,7288977,2005,60000000
tt0371606,5.8,Animation,81,264,152,1.044654,2.455975,2.904266,2.626826,310043823,84,40049778,2005,60000000
tt0380599,6.9,Crime,130,138,122,2.429089,1.004039,10.285322,1.000069,26670920,41,3887,2005,65000000
tt0357277,4.7,Action,97,384,195,1.863528,5.123338,2.843673,3.813767,56824633,39,12804793,2005,65000000
tt0406375,6.2,Action,101,213,127,4.327491,4.989994,1.013703,2.431964,58545540,26,13427872,2005,65000000
tt0120815,8.6,Drama,169,"2,359",232,7.709623,8.21753,8.312798,4.832777,15811,51,30576104,2005,70000000
tt0419706,5.2,Action,105,831,239,1.011176,4.926837,11.705044,10.726285,54612337,23,15488870,2005,70000000
tt0398375,5.5,Comedy,97,196,105,2.870496,6.636919,10.846382,2.002975,88933562,23,3470000,2005,70000000
tt0317219,7.1,Animation,117,603,257,4.032614,6.809752,3.59545,4.189345,461651246,56,60119509,2005,70000000
tt0418763,7,Biography,123,661,263,1.502734,6.872263,4.442487,4.179001,96947540,28,27726210,2005,72000000
tt0340163,6.6,Action,113,292,153,1.004711,10.184027,4.504626,1.088057,77636443,26,10214734,2005,75000000
tt0377471,5.7,Comedy,118,324,160,2.648297,7.24091,6.171428,10.726285,94944017,15,23450212,2005,75000000
tt0408306,7.6,Drama,164,837,308,7.709623,4.192048,8.62256,1.85524,131492772,31,4152260,2005,75000000
tt0360486,7,Drama,121,"1,021",286,2.168575,11.551851,7.701464,3.649244,221594911,30,29769098,2005,75000000
tt0351283,6.9,Animation,86,392,179,1.566405,2.549856,6.155562,3.387285,556559566,51,47224594,2005,75000000
tt0318081,4.2,Action,110,302,114,2.308331,2.740894,10.285322,7.704254,6300451,19,917398,2005,80000000
tt0355295,5.9,Adventure,118,499,240,2.850693,8.312798,5.908049,16.818337,105299638,31,10302846,2005,80000000
tt0374536,4.8,Comedy,102,494,166,1.104344,9.994748,3.208619,2.002975,131159306,19,20131130,2005,80000000
tt0386140,5.9,Action,129,247,135,2.089227,8.008019,7.6493,2.829337,141475336,28,16328506,2005,80000000
tt0358082,6.3,Animation,91,275,162,3.055693,9.1312,4.645754,1.805902,260700012,37,36045301,2005,80000000
tt0327084,6.7,Animation,83,252,155,1.072533,10.184027,2.060182,5.68539,343397247,51,38457003,2005,80000000
tt0398165,6.4,Comedy,113,324,135,1.020753,10.445516,2.66536,2.549856,191558505,23,47606480,2005,82000000
tt0397535,7.4,Drama,145,553,226,1.513431,3.383903,2.820912,3.829668,161510853,36,682504,2005,85000000
tt0352248,8,Biography,144,545,206,7.364804,6.409724,3.404144,2.66213,105021488,28,18320205,2005,88000000
tt0373926,6.4,Crime,128,413,227,1.718351,9.994748,5.109926,4.057856,162753837,26,22822455,2005,90000000
tt0362165,2.2,Comedy,94,248,74,1.086328,2.648931,1.871641,4.121418,59918422,22,7511675,2005,100000000
tt0320661,7.2,Action,144,955,240,3.492204,7.005697,9.940162,20.763191,218853353,63,19635996,2005,110000000
tt0356910,6.5,Action,120,805,230,1.096164,10.135866,9.968347,1.650385,486124090,43,50342878,2005,110000000
tt0121766,7.6,Action,140,"3,349",372,5.753364,3.475599,14.229283,9.1312,848998877,90,2433,2005,115000000
tt0399201,6.9,Action,136,912,255,7.29686,19.548051,9.1312,3.649244,163018913,62,12409070,2005,120000000
tt0407304,6.5,Adventure,116,"2,766",402,7.709623,12.950508,7.708452,5.849937,606836535,56,64878725,2005,132000000
tt0382992,5,Action,121,392,147,3.615519,2.712441,4.336919,4.442487,76416746,29,13251545,2005,138000000
tt0369441,6.1,Comedy,90,262,134,1.045702,8.176789,4.973585,6.621427,203018919,32,14383515,2005,140000000
tt0318649,6,Action,124,471,154,1.000727,6.822825,6.28152,3.669236,121671925,25,18068372,2005,145000000
tt0372784,8.3,Action,140,"2,736",466,4.95888,10.89883,6.24518,2.820912,359142722,84,48745440,2005,150000000
tt0330373,7.7,Adventure,157,"1,913",306,3.618731,5.914038,11.655389,4.609494,896911078,79,102685961,2005,150000000
tt0120657,6.6,Action,102,554,87,2.058233,8.008019,3.596461,1.46016,48160,37,10267756,2005,160000000
tt0363771,6.9,Adventure,143,"1,485",279,2.440927,7.690257,2.111064,2.15495,720539572,50,65556312,2005,180000000
tt0428303,6.3,Thriller,80,35,36,1.000408,1.4,1,1.12,71644,2,12726,2006,7000
tt0388838,6.9,Drama,111,40,83,1.515108,2.688928,2.091106,1.545836,138711,4,14953,2006,10000
tt0436689,6.6,Comedy,85,72,40,2.04823,2.087584,1.328632,1.000011,195254,2,26029,2006,15000
tt0446747,6.9,Comedy,109,23,51,1.000316,1.4,1.000001,1.000316,103509,2,13142,2006,30000
tt0368774,6.6,Drama,98,89,88,6.966727,6.966727,2.294296,7.835231,209058,5,10000,2006,74050
tt0068182,8,Adventure,93,212,171,1.392714,2.567575,1.000329,1.001064,12609,18,7063,2006,92000
tt0805526,6.7,Drama,111,387,29,1.000003,1.000003,1.001361,1,10243159,9,1343537,2006,100000
tt0444653,6.8,Comedy,103,131,184,1.0504,4.795951,7.490581,3.277454,18114037,26,27112,2006,169000
tt0439182,6.4,Comedy,71,17,14,1.0108,1.0108,1.4,1,13523,2,1886,2006,250000
tt0468526,6.7,Drama,73,60,90,1.00026,1.113297,1.00126,1.000006,399908,5,3310,2006,300000
tt0468442,7.4,Documentary,90,16,42,1,1,1,1.001361,84689,1,10827,2006,350000
tt0067866,7.5,Drama,125,118,132,1.991565,1.991565,1.002667,1.000001,78037,17,6857,2006,400000
tt0417385,7.6,Drama,90,50,62,1.021987,1.000001,1.000022,1.000827,314017,7,11456,2006,400000
tt0451176,7.1,Drama,90,49,67,1.029635,1.07056,1.12,1.000001,2797199,3,95400,2006,400000
tt0435623,7.1,Comedy,84,56,364,1.000336,5.703293,4.153401,1.01037,1297745,7,66157,2006,450000
tt0393109,7.4,Action,110,463,242,4.659589,4.09964,2.585105,3.168716,4243996,24,83574,2006,450000
tt0385056,6.6,Comedy,91,53,80,6.632612,3.124729,5.916078,1.820085,602789,6,13798,2006,500000
tt0443431,5,Comedy,92,72,58,1.0504,1.000006,1.740261,1.115405,654132,4,33316,2006,500000
tt0492506,7.4,Documentary,94,44,87,1.000043,1,1.042913,2.773094,3177636,3,32847,2006,500000
tt0468489,7.2,Drama,107,196,209,1.091729,7.875337,3.396936,1.000001,4911725,10,53983,2006,700000
tt0472186,3.8,Horror,89,12,10,1.039209,2.186901,1.022095,2.97909,24216,2,19111,2006,750000
tt0455326,6.9,Animation,86,74,81,1.000443,1.008672,1.0108,1.009096,5520368,6,3005175,2006,750000
tt0414951,6.4,Crime,96,92,58,1.007008,2.993379,11.797512,2.668093,381420,6,27546,2006,900000
tt0424136,7.1,Crime,103,686,237,1.533208,5.150839,4.392829,2.7582,8267066,20,58049,2006,950000
tt0487156,4.1,Action,88,13,9,1.919219,2.060208,4.769714,1.000013,884,6,232,2006,1000000
tt0431461,5.1,Comedy,108,12,4,1.00017,1,1.01512,7.953937,11455,1,5866,2006,1000000
tt0489247,7.3,Documentary,97,13,39,1.000001,1.00153,1,2.436627,215559,2,9805,2006,1000000
tt0489037,7.7,Documentary,92,155,87,1.036,4.015869,8.21753,5.186713,1849392,8,45138,2006,1000000
tt0497116,7.5,Documentary,100,517,372,1.000229,1.001472,3.099195,2.2,52769915,21,281330,2006,1000000
tt0419677,7.7,Crime,90,221,101,1.192007,2.076438,1.604335,2.502984,414736,4,1825,2006,1125000
tt0429068,6.8,Drama,103,30,13,1.4,1.192,1.0504,1.000381,432253,2,200554,2006,1200000
tt0454792,6.6,Crime,73,108,105,5.098212,1,1,1.000002,145382,3,70664,2006,1600000
tt0360016,5.8,Comedy,90,13,15,1,1.021487,7.606161,3.937995,30142,2,12762,2006,1700000
tt0429277,4.2,Crime,90,8,1,1.000228,1.000172,5.627059,4.832777,20,2,20,2006,2000000
tt0401385,5.7,Comedy,91,26,12,1.003233,1.003233,1.395282,1.000001,5361,2,2485,2006,2000000
tt0449061,6.6,Drama,92,96,28,1.000005,4.336919,13.764138,17.767075,12667,7,12667,2006,2000000
tt0419663,3.9,Comedy,88,21,15,1.174255,5.195995,1.562914,1.001074,17986,2,11160,2006,2000000
tt0830199,3.7,Animation,76,13,9,1.016552,1,1.30576,1.000006,463002,2,80938,2006,2000000
tt0853096,6.3,Crime,97,123,110,1.010016,1,1.045235,2.2,519086,5,281778,2006,2000000
tt0423169,6.6,Drama,96,79,80,1.158427,3.18352,1.107152,2.731377,759504,5,34774,2006,2000000
tt0367027,6.5,Drama,101,209,87,1.02381,1.004583,1.000972,1.004536,1985292,10,107907,2006,2000000
tt0369994,6.1,Comedy,97,76,52,1.005736,2.700703,1.794814,1.005736,2077844,3,43141,2006,2000000
tt0433387,6.9,Action,120,226,115,1.338125,10.89883,2.633347,2.598204,6225304,18,1968505,2006,2000000
tt0387808,6.6,Adventure,84,466,122,3.373461,2.835963,3.502602,2.431964,500296,21,124367,2006,2400000
tt0472200,5.8,Drama,100,3,3,1.00005,2.966771,2.708562,1.03485,118666,1,5164,2006,2500000
tt0409034,6.6,Comedy,103,54,37,1.000355,3.377217,4.828882,4.289965,497195,4,92668,2006,2500000
tt0439478,6.5,Comedy,105,28,34,1.003734,1.201013,1.330936,2.562004,3127472,4,54374,2006,2900000
tt0420206,7.4,Comedy,98,56,41,1.072,1.82151,2.045078,1.03024,95204,5,4158,2006,3000000
tt0489244,3.2,Horror,80,62,44,1.000001,1.336459,1.000012,1.592534,275000,3,215301,2006,3000000
tt0490196,3,Comedy,99,102,35,1.000568,1.994648,1,1.000002,7301115,6,3109924,2006,3000000
tt0468565,7.3,Crime,94,180,152,1.177596,1.000003,1.000002,2.26183,11537539,5,76324,2006,3000000
tt0425598,7.2,Documentary,100,73,113,2.443384,3.576356,2.102955,3,12051924,3,6214723,2006,3000000
tt3689498,8.3,Animation,6,33,27,1.006428,1,1,1.000169,690872,8,54556,2006,3200000
tt0783238,6.7,Crime,85,74,85,1.000521,10.175812,3.720871,2.964843,19875,7,4789,2006,3300000
tt0380817,6.4,Comedy,98,55,50,1.000001,7.405969,3.783568,3.208619,113783,6,28091,2006,3500000
tt0464049,6.9,Comedy,109,178,114,1.390573,1.665037,1.761166,1.311417,13447998,7,100803,2006,3700000
tt0373747,7.4,Drama,115,35,40,1.06552,1.258782,1.156,1.000329,1178175,8,31405,2006,3750000
tt0454987,6,Comedy,84,64,39,3.82876,2.431964,3.407687,2.381755,4630045,13,2220050,2006,4000000
tt0448075,5.9,Crime,91,160,126,1.004212,5.168394,10.175812,2.016072,10770993,9,3554134,2006,4000000
tt0457513,6.7,Comedy,96,254,170,5.061426,19.548051,11.578725,1,40103262,30,3046924,2006,4000000
tt0403358,6.5,Action,114,314,231,1.163614,3.983906,1.127255,1.008056,33913542,30,86985,2006,4200000
tt0451094,7.6,Crime,115,139,207,1.366555,1.07607,2.611278,1.079531,23471871,33,9850,2006,4500000
tt0446687,6.8,Comedy,98,73,63,1.008858,4.609494,4.098147,2.231708,239962,10,22603,2006,4700000
tt0450278,5.9,Horror,94,"1,535",302,3.921725,1.939071,2.082651,1.000119,82241110,37,19556099,2006,4800000
tt0422861,5.6,Comedy,88,55,49,1.000011,5.254345,4.645266,7.593723,648183,6,68184,2006,5000000
tt0425601,7.3,Comedy,95,54,16,1.000005,2.236425,1.019008,1.4,3841396,4,1597979,2006,5000000
tt0415949,5.4,Comedy,90,42,44,1.56,1.778517,2.626826,2.546796,4414753,3,653723,2006,5000000
tt0430576,7.5,Drama,112,55,67,2.677155,2.244869,5.849937,1.11617,6076115,9,5309,2006,5000000
tt0456554,7,Comedy,94,206,58,1.172727,1.791343,2.349646,2.047883,6590172,13,3009341,2006,5000000
tt0424345,7.4,Comedy,97,472,172,3.238039,1.752452,1.001743,3.491034,27342246,26,10061132,2006,5000000
tt0439662,7.2,Crime,168,115,17,1.000004,1.94243,1.501985,1.325814,15707114,5,753067,2006,5300000
tt0405508,8.3,Comedy,157,331,35,1.000007,1.94243,1.00608,1.731162,29197694,6,701666,2006,5300000
tt0473024,2.1,Action,95,35,26,1.007266,3.396936,1.058342,2.211331,7009668,3,3767567,2006,5600000
tt0457308,6.2,Drama,97,29,35,1.092009,3.573313,1.587681,1.378681,119452,4,50160,2006,6000000
tt0092890,6.9,Drama,100,422,96,1.022769,2.688374,2.781122,2.65672,271078,43,3900000,2006,6000000
tt0489327,7.1,Comedy,95,109,135,1.005012,4.207686,5.964281,1.184166,7818479,7,35604,2006,6000000
tt0354899,7.3,Comedy,105,218,213,2.443384,2.341897,4.333525,1.342492,15137932,11,347925,2006,6000000
tt0455590,7.7,Biography,121,358,254,1.116092,8.249786,6.549709,5.137824,49155371,33,142899,2006,6000000
tt0436331,5.8,Comedy,88,172,111,1.000003,6.636919,4.658718,4.057856,18110152,16,589332,2006,6500000
tt0419256,6.9,Comedy,120,51,46,3.431592,5.97182,5.740231,2.927467,463039,2,55304,2006,7000000
tt0432402,6.4,Biography,90,107,119,1.000848,3.174836,8.47098,3.475599,1661464,12,87477,2006,7000000
tt0437447,7.4,Drama,107,55,70,2.746483,1.081815,1.891243,1.000097,252325,4,28223,2006,7500000
tt0360323,6.4,Crime,107,34,24,1.000012,6.822244,4.699463,1.859844,143782,7,20774,2006,8000000
tt0398027,6.4,Drama,112,112,72,1.000011,6.742229,10.302279,4.14618,973443,3,22806,2006,8000000
tt0437179,5.1,Action,84,184,131,1.357577,3.55437,1.007008,1.048829,18828036,14,4581233,2006,8000000
tt0437800,7.4,Drama,112,173,94,1.088906,4.305036,6.584138,2.347085,18959424,8,6011585,2006,8000000
tt0449059,7.8,Comedy,102,904,243,1.131067,5.68539,10.175812,3.322794,100642353,33,370998,2006,8000000
tt0420835,6.6,Drama,86,6,24,1,1.000003,1.000132,1.000029,14443,4,2716,2006,9000000
tt0427968,5.7,Comedy,103,64,99,1.000633,2.224303,6.696419,4.102336,2548378,9,180271,2006,9000000
tt0071222,7.2,Horror,98,359,232,1.019656,1.573418,2.185216,2.150582,16235738,17,3723364,2006,9000000
tt0441909,7.6,Comedy,121,236,230,1.434671,6.28152,1.119655,1.023757,87226613,23,197703,2006,9400000
tt0443496,6.3,Drama,82,121,83,1.003697,7.004188,7.054328,3.057719,241719,5,19253,2006,10000000
tt0398842,4.9,Adventure,99,66,18,1.019935,2.308499,4.921173,2.663052,1276994,11,25297,2006,10000000
tt0438315,7.3,Drama,120,183,46,1.003968,1.007245,2.091106,15.194566,3260179,14,80602,2006,10000000
tt0434124,7.1,Comedy,107,106,96,1.000335,3.956673,3.939419,1.106105,8818428,8,77529,2006,10000000
tt0399862,7,Adventure,108,148,48,1.000037,1.000001,1.002269,1.000048,11924041,6,4281388,2006,10000000
tt0454970,5.4,Horror,93,227,148,2.552508,7.059138,2.81083,6.622125,14321070,10,3582554,2006,10000000
tt0420087,6.8,Comedy,105,279,204,2.695625,1.182645,6.42216,9.915538,26716191,14,4566293,2006,10000000
tt0432637,6.4,Action,154,112,21,1.036,1.000939,2.265656,4.719678,32430721,3,643000,2006,10000000
tt0424993,5.5,Comedy,103,153,85,1.000072,1.32662,2.277464,2.431964,38364855,19,11407751,2006,10000000
tt0455612,5.1,Comedy,110,141,45,4.642021,4.642021,3.204702,1.326579,63320521,9,30030661,2006,10000000
tt0489270,6.2,Horror,114,632,213,1.158789,5.03256,2.932188,3.225966,163876815,35,33610391,2006,10000000
tt0449999,6.1,Drama,193,266,21,1.529048,1.730492,1.92223,1.311778,32575443,5,1351786,2006,10750000
tt0377800,6.7,Drama,123,68,106,1.781427,3.857368,2.11677,3.54968,4633357,7,30630,2006,11000000
tt0424908,6.8,Biography,104,92,77,1.131718,7.405969,4.056694,4.323142,6586324,10,70460,2006,11000000
tt0441048,6.4,Action,147,142,17,1.001361,2.265656,2.428609,1.054165,39643586,3,979001,2006,11000000
tt0493430,7.1,Documentary,95,195,104,1.064369,6.291627,2.164064,1.025586,85278712,15,29002002,2006,11000000
tt0392465,6.9,Comedy,92,49,15,1.012358,6.118309,4.82908,2.316462,27000,5,19600,2006,12000000
tt0763840,5.6,Action,106,91,68,1.0108,21.798855,3.429976,4.336919,43753,16,25261,2006,12000000
tt0410764,6.5,Drama,120,193,130,2.850693,6.54252,3.733731,7.595408,66453,10,7276,2006,12000000
tt0367082,7,Drama,140,46,73,1.0468,1.000011,1.000408,1,196857,5,12680,2006,12000000
tt0470765,6.3,Comedy,86,152,118,1.177447,5.10027,3.908094,5.254345,5549923,7,372012,2006,12000000
tt0439289,6.2,Comedy,116,192,134,2.111236,2.277885,4.617349,5.20473,8706701,16,226108,2006,12000000
tt0479884,7,Action,88,450,169,1.717997,17.767075,15.194566,1.000006,43924923,39,10457367,2006,12000000
tt0452681,4.7,Adventure,98,110,79,1.361808,2.576039,2.350025,5.295835,107500122,20,19504038,2006,12000000
tt0420609,7.1,Biography,110,108,128,1.117704,6.331345,8.62256,9.015756,2613717,7,452966,2006,13000000
tt0419749,7.1,Biography,125,106,94,2.566422,11.666195,4.662381,1.34453,2898225,14,608804,2006,13000000
tt0409184,7,Comedy,129,47,71,1.925092,4.137244,5.679628,4.457591,23654241,14,16512,2006,13000000
tt0498380,7.9,Drama,141,334,254,5.965496,2.820912,1.670008,1.005849,67867998,40,89097,2006,13000000
tt0437232,6.7,Biography,101,60,108,1.183156,1.846354,5.849937,1.001667,5782198,10,2026997,2006,14000000
tt0404203,7.5,Drama,136,327,254,1.000045,8.159558,4.47359,5.150839,14121177,12,97953,2006,14000000
tt0429573,5,Drama,83,748,125,1.000006,5.843727,2.211612,6.608426,30443277,11,5783508,2006,14000000
tt0342735,7.4,Drama,139,84,135,2.415856,18.750852,2.11892,4.32434,543306,7,15117,2006,14200000
tt0453494,5.6,Adventure,91,69,49,1.7784,6.786006,2.835963,6.805133,8224998,8,3368197,2006,15000000
tt0414852,7.2,Action,84,159,148,1.445665,1.071009,1.956602,1.000004,11599903,24,411544,2006,15000000
tt0417225,6.2,Crime,121,93,82,1.0504,1.151882,1,2.164654,12669914,5,5745780,2006,15000000
tt0434215,6.2,Adventure,95,77,45,1.015336,3.648729,1.608146,5.687897,21896367,4,7703551,2006,15000000
tt0419946,4.7,Action,92,293,80,1,5.662856,2.299595,4.546519,22165608,21,7138774,2006,15000000
tt0455857,5.1,Crime,87,475,154,2.447927,2.993379,2.954288,3.237794,67215435,18,21607203,2006,15000000
tt0436697,7.3,Biography,103,436,280,2.181253,5.222081,5.292699,5.672117,128885873,22,122014,2006,15000000
tt0439815,6.5,Comedy,95,366,263,2.81598,3.834668,4.888279,3.496995,12930343,14,3880270,2006,15250000
tt0420294,5.9,Horror,91,373,198,2.050564,3.948571,8.311087,1.555247,50517763,17,18508228,2006,16000000
tt0457430,8.2,Drama,118,"1,150",424,4.546367,2.121617,1.150096,2.125001,87041569,59,568641,2006,16000000
tt0443543,7.6,Drama,110,658,235,3.068278,6.742229,4.336919,3.698061,83792062,43,927956,2006,16500000
