imdb_id,star,genre,runtime,user,critc,dir_popu,ac1_popu,ac2_popu,ac3_popu,total_box_office,n_of_posters,opening_box_office,year,budget_mixed
tt1462758,7,Drama,94,481,360,1.018197,20.825026,1.000008,1.002161,21270290,46,100268,2010,1987650
tt1695994,4.6,Comedy,120,13,44,1.000008,1.336,1.146902,1.107873,636706,7,301885,2010,2000000
tt1518812,6.6,Drama,104,110,203,1.00026,4.502973,5.286499,2.867079,1869928,16,20042,2010,2000000
tt1645089,8.3,Documentary,109,139,169,1.036,8.312798,1,1,7799257,19,39649,2010,2000000
tt1399683,7.2,Drama,100,315,366,1.017426,13.115339,2.126799,2.097988,16131551,21,84797,2010,2000000
tt1484522,7,Documentary,80,30,26,1.01512,1.001361,1,1.000075,100280,2,42566,2010,2500000
tt1512235,6.8,Action,96,224,241,2.81598,2.882487,4.392829,5.916078,593933,18,46549,2010,2500000
tt1152822,6.4,Documentary,93,24,72,1.000503,3.328713,1.666784,1.000001,172867,6,31893,2010,2900000
tt1667307,5.7,Comedy,99,59,153,1.002314,2.853299,1.650385,3.335703,1324299,14,58589,2010,3000000
tt1536044,5.7,Horror,91,370,211,1.003216,2.035223,1.057533,4.226044,177512032,31,40678424,2010,3000000
tt1532503,7.2,Comedy,105,152,165,1.00635,9.1312,4.470491,3.987874,14314407,25,141340,2010,3200000
tt1615147,7.1,Drama,107,234,297,1.000003,3.79522,5.128178,6.046683,20433227,32,561906,2010,3400000
tt1341167,7.3,Comedy,101,159,246,1.042336,1,3.26079,1.000107,2436111,12,41512,2010,3750000
tt1529572,6.9,Crime,104,151,108,3.387285,6.652967,4.057856,6.125779,120016,18,58214,2010,4000000
tt1464580,6.5,Drama,98,147,218,1.080497,1.000165,1.177915,6.063855,679482,19,7258,2010,4000000
tt0842926,7,Comedy,106,304,319,1.537676,4.617349,6.696419,10.846382,36275469,20,491971,2010,4000000
tt1313092,7.3,Crime,113,159,258,1.016054,1.451877,8.47098,3.939419,8078683,25,61968,2010,4200000
tt1291652,6.7,Action,124,26,92,1.094119,4.871944,1.553915,1,10212403,19,24684,2010,4300000
tt1212443,6.6,Drama,116,1,9,1.000002,1.46707,1.626338,2.744327,32961,2,2343,2010,4500000
tt0808526,6.4,Comedy,97,37,159,1.570929,3.685783,4.227708,1.867419,281447,8,30507,2010,4500000
tt0857190,6.1,Action,112,104,111,1,3.915852,1.52,4.820791,8000366,24,20321,2010,4500000
tt1244668,7.3,Comedy,99,30,114,1.531519,1.850137,2.241953,1.042023,23347469,15,20916,2010,4900000
tt1504319,5.5,Romance,121,25,80,1,1.000017,3.064365,4.185754,40294,3,2521,2010,5000000
tt1531663,6.4,Comedy,97,96,152,1.0504,3.208619,3.589376,1.000179,2821010,15,791676,2010,5000000
tt0935075,7,Drama,91,150,252,1.02381,9.994748,4.153401,2.298766,6205034,19,53778,2010,5000000
tt1637706,6.4,Comedy,90,123,178,1.013385,4.645266,4.888279,3.783568,25861249,14,7011631,2010,5000000
tt1772240,5.2,Horror,86,331,226,1.000012,3.290306,1.000801,2.12206,26517819,24,8704271,2010,5000000
tt1588337,7.2,Drama,120,91,194,1.010014,4.022698,3.324615,1.553331,46263525,18,308895,2010,5000000
tt1251743,5.3,Action,96,31,45,1,3.322794,10.200669,4.828882,28468,14,7208,2010,5500000
tt1340107,7.6,Drama,118,92,202,1.108705,3.530349,1.726671,1.000405,15867314,23,33058,2010,5500000
tt0862467,6,Adventure,93,285,161,1.99581,5.94444,1,1.000003,731613,20,7905,2010,5700000
tt1130964,5.7,Biography,97,32,14,1.192,3.134317,1.615372,8.223212,408159,4,202342,2010,6000000
tt1174730,7.4,Comedy,104,105,145,2.075094,3.443928,2.507055,2.174177,8173486,14,32001,2010,6000000
tt1541995,6.1,Drama,104,24,55,1.64,3.789265,2.166087,1.241924,11348205,5,134005,2010,6000000
tt1540133,7.3,Comedy,96,136,259,1.014105,4.096792,4.67008,11.245219,21197454,46,76834,2010,6000000
tt1003034,6.4,Action,88,32,54,1.00003,4.730938,6.999314,1.026505,828,7,828,2010,6600000
tt1582507,5.6,Drama,101,166,226,1.424689,13.115339,16.705568,3.288696,44103982,34,12287234,2010,6900000
tt1403177,7,Comedy,106,101,135,1.000018,4.09964,1.00324,14.229283,382946,16,126046,2010,7000000
tt1361313,5.9,Comedy,108,31,101,1.000048,6.028414,2.867079,4.848648,492108,8,18861,2010,7000000
tt1242460,7.5,Drama,112,334,396,1.026729,7.690257,5.039156,3.039816,10765283,34,24587,2010,7000000
tt1498569,6.8,Drama,91,33,163,1.522463,8.858532,1.000011,1.00002,2772511,15,6632,2010,8000000
tt1235189,6.8,Action,98,86,65,1.048032,15.551772,9.036686,4.609494,5314194,19,23174,2010,8000000
tt0804497,7.1,Comedy,101,164,160,1.033319,5.282868,5.522748,5.34851,6632950,21,2013406,2010,8000000
tt1604171,5.4,Comedy,104,34,84,1.067351,1.73881,2.086274,1.850052,10763183,11,4712638,2010,8000000
tt1371155,7.2,Biography,113,75,161,1.00862,5.069833,3.597605,6.75792,15644196,19,37563,2010,8000000
tt1431181,7.3,Comedy,129,146,248,1.005856,5.006408,1.019197,3.420831,20005613,19,111869,2010,8000000
tt1282140,7.1,Comedy,92,287,265,1.7849,6.764408,2.764599,1.747635,76200721,36,14811,2010,8000000
tt1185344,6.2,Drama,130,15,25,1.000032,2.615437,2.227721,5.942515,883887,2,186995,2010,9000000
tt1198101,6.1,Action,123,107,39,1,2.265656,1,1.000113,17155193,7,959329,2010,9200000
tt1527186,7.1,Drama,136,577,405,2.415856,6.543151,4.333525,2.979577,21817298,32,257174,2010,9400000
tt1210039,6.7,Drama,128,3,20,1.133344,1.50146,3.496995,3.489621,109383,2,82739,2010,10000000
tt1183923,7,Drama,110,56,112,1.009811,2.326477,7.863044,4.485367,355919,14,42145,2010,10000000
tt1372686,6.2,Drama,123,125,202,8.275229,8.275229,8.855477,5.20473,1049641,17,61136,2010,10000000
tt1554091,7.2,Drama,98,81,92,2.831202,1.896267,1.000011,1.003052,1884251,13,62087,2010,10000000
tt1411664,3.3,Comedy,97,67,47,1.001354,1.469235,1.54711,4.562016,2529395,7,1415023,2010,10000000
tt1588334,6.5,Comedy,83,118,179,2.04823,2.903831,3.492929,3.710255,4708127,12,855709,2010,10000000
tt1477837,6.3,Comedy,87,86,211,1.465038,3.492929,5.039156,8.111954,7862131,19,302968,2010,10000000
tt1470023,5.5,Action,90,129,141,1.018684,2.419877,6.555163,5.101324,8629895,14,4043495,2010,10000000
tt1226236,7,Drama,120,120,183,1.876614,7.690257,1.000039,1.144,15132211,10,121504,2010,10000000
tt1314655,6.2,Horror,80,330,274,1.057774,1.531865,2.429056,2.755165,63354114,29,10950,2010,10000000
tt1564585,4.4,Action,100,970,218,1.061465,3.031534,2.604343,2.264477,68264973,29,11692415,2010,10000000
tt1233192,5.8,Crime,111,61,135,1.036162,2.168126,6.75792,5.222081,229653,10,10626,2010,11000000
tt0964517,7.8,Biography,116,405,414,1.09853,9.613769,10.89883,7.606161,129262388,41,12236,2010,11000000
tt1416801,7.1,Biography,106,70,80,2.486313,3.487261,5.503375,7.309786,1188194,23,145430,2010,12000000
tt1730687,5.1,Comedy,103,25,60,5.599545,4.073776,6.028414,2.298766,1200346,16,39962,2010,12000000
tt1440161,6.3,Comedy,106,59,77,1.00002,3.741113,2.341897,3.757674,1100287,22,10011,2010,12500000
tt1194417,6.2,Biography,108,50,113,1.000848,6.046683,2.227721,3.720041,2272186,20,34528,2010,12500000
tt1244754,7.2,Biography,107,109,180,2.927365,4.080707,5.865864,4.485367,11826980,23,102351,2010,12500000
tt0985694,6.6,Action,105,396,388,1.003381,5.300645,5.491766,12.081199,46370970,50,11416164,2010,12500000
tt0954947,6.1,Crime,109,181,224,1.299124,3.124729,3.741113,10.490145,3617277,24,11083,2010,13000000
tt1352824,6.3,Drama,96,175,227,1.442012,6.696419,6.866925,20.763191,11831131,29,900688,2010,13000000
tt1045772,6.6,Biography,98,166,247,1.120599,8.176789,9.1312,3.682929,23014027,23,112712,2010,13000000
tt1659337,8,Drama,102,504,373,2.55638,6.786006,11.655389,3.039816,33069303,32,228359,2010,13000000
tt1702443,1.6,Documentary,105,236,83,2.710889,1.537204,1,2.718556,99034125,15,29514054,2010,13000000
tt0947798,8,Drama,108,"1,186",673,2.694542,14.229283,7.009915,4.274035,331266710,77,1443809,2010,13000000
tt1584131,3.7,Comedy,100,17,4,1.000049,4.084726,6.097487,1.00775,164247,3,101779,2010,13400000
tt0817177,7.7,Comedy,89,118,86,2.870496,4.88008,4.063362,6.443785,4289993,20,224233,2010,14000000
tt1305583,4.9,Comedy,103,21,68,1.162082,3.584073,6.549709,1,21410546,14,7629862,2010,14000000
tt1668200,7.5,Drama,111,77,134,1.000003,7.490581,1.000002,2.080939,25480031,14,115708,2010,14500000
tt1020558,6.4,Action,97,216,194,1.055349,5.400272,7.091445,9.805725,7885048,36,42826,2010,15000000
tt1555064,6.3,Drama,117,114,133,1.000815,2.919674,3.739935,3.204404,20601987,12,30452,2010,15000000
tt0493949,6.6,Adventure,103,54,78,1.00003,11.761038,6.912351,4.17502,27469621,17,7810481,2010,15000000
tt1182350,6.3,Comedy,98,114,207,5.061426,10.561283,7.088523,16.819145,34247816,28,160103,2010,15000000
tt1196141,6.2,Comedy,92,110,108,1.176791,2.018214,1.796571,3.583743,76954311,23,22126166,2010,15000000
tt1504320,8,Biography,118,669,478,2.03801,5.661008,5.785844,5.703293,430821168,55,355450,2010,15000000
tt1191111,7.3,Drama,161,212,218,1.688867,1.12,2.139019,1.000003,1467278,11,43651,2010,16000000
tt1265990,4.9,Drama,91,119,137,1,1.961522,3.204404,2.932415,52545707,17,15002635,2010,16000000
tt0775489,7.5,Animation,80,105,209,1.24,1.000971,1.000029,1.0504,8609949,22,38594,2010,17000000
tt0979434,5,Comedy,99,28,61,1,3.222528,1.042813,1.071908,24719879,10,10652297,2010,17000000
tt1477076,5.6,Horror,90,293,182,2.141042,5.03256,2.213175,1.875375,133735284,43,24230123,2010,17000000
tt1321865,7.7,Biography,338,38,107,2.346603,2.346603,1.002937,1.000029,157002,20,20006,2010,18000000
tt0824758,7,Biography,112,84,183,1.456709,5.222081,8.249786,4.470491,15696146,14,73723,2010,18000000
tt0403702,6.5,Comedy,87,106,193,1.465038,4.125462,2.601544,3.939695,19685588,18,6888334,2010,18000000
tt1596346,7.1,Biography,106,122,109,1.051651,2.922857,5.000421,5.146455,47158652,21,10601862,2010,18000000
tt1542344,7.6,Adventure,94,465,453,1.571111,11.759106,1.576678,5.006725,60217171,45,264851,2010,18000000
tt1650043,6.6,Comedy,99,47,101,1.149239,2.018214,4.798656,1.796571,73695194,22,23751502,2010,18000000
tt0889573,6.1,Comedy,101,127,182,1.021262,6.636919,3.258353,5.150839,49858465,26,8436713,2010,19000000
tt0455407,6.5,Horror,101,261,310,1.000727,4.82908,5.999035,5.735593,56445534,30,16067552,2010,19000000
tt1274300,5.4,Comedy,110,41,90,1.011908,5.222081,6.153884,3.649244,277943,8,42436,2010,20000000
tt1251757,6.6,Comedy,105,34,60,1.000906,2.835963,4.699463,3.570368,754301,10,325641,2010,20000000
tt1175709,6.3,Crime,101,75,137,1.000143,7.875337,6.543151,2.873539,873617,24,37172,2010,20000000
tt1520498,6.1,Adventure,88,92,26,1.046353,9.052852,4.372791,4.539967,1065907,3,443901,2010,20000000
tt1013860,5.1,Action,107,75,136,1.485517,2.655448,2.528718,3.665393,6093725,26,754779,2010,20000000
tt1228987,7.1,Drama,116,389,391,4.379365,2.708614,6.326312,3.971497,28270399,41,5147479,2010,20000000
tt0770703,6.1,Comedy,106,99,147,1.025553,5.249237,13.764138,1.867404,30163785,29,5421669,2010,20000000
tt1414382,5.8,Comedy,105,239,91,1.065953,5.229671,3.690698,5.038738,32838945,23,8407513,2010,20000000
tt1268799,6.3,Adventure,108,94,163,1.4,3.123417,4.436635,2.259316,36265745,19,12954142,2010,20000000
tt1067774,5.8,Adventure,109,47,91,1.498736,6.912351,3.204404,3.237794,39686769,17,7453944,2010,20000000
tt0815236,6.4,Comedy,104,138,180,1.011501,3.431218,13.417612,4.748725,48680977,34,9775278,2010,20000000
tt0433362,6.5,Action,98,293,296,1.030642,6.419043,8.222263,9.280954,51445503,35,15146692,2010,20000000
tt1440728,6.3,Crime,104,477,336,1.000129,6.793614,2.115215,4.141197,67950723,26,13177790,2010,20000000
tt1666186,3.4,Comedy,82,191,121,1.00072,1.021168,3.019214,2.26331,81424988,22,12202831,2010,20000000
tt1116184,7,Documentary,94,79,157,1.064369,6.291627,2.164064,1.63637,171685793,24,50353641,2010,20000000
tt1033575,7.3,Comedy,115,463,549,1.427774,6.793614,10.336294,1.001471,175507800,34,1190096,2010,20000000
tt1321860,6.7,Drama,91,156,271,5.292712,5.186713,5.292712,4.258508,5046038,32,107577,2010,21000000
tt1405500,6,Drama,134,73,72,4.642021,1.048828,2.612267,3.842077,38017873,14,19497324,2010,21000000
tt0795368,7.4,Comedy,90,207,165,3.449719,2.709952,4.662381,3.414425,48977233,18,1282973,2010,21000000
tt0997152,6.4,Drama,96,117,54,1.007973,4.439657,2.932415,6.549709,745,22,19857,2010,21800000
tt1423995,5.4,Drama,105,142,138,2.212946,6.742229,9.729485,12.081199,4065020,23,75766,2010,22000000
tt1568921,7.6,Animation,94,119,248,1.002846,1.209812,4.587091,3.407687,151496097,39,6446395,2010,23000000
tt1068242,5.9,Comedy,113,133,157,1.00002,1.024326,2.772616,5.000421,62989834,25,15556113,2010,24000000
tt0464154,5.5,Comedy,88,384,367,1.939849,16.705568,2.684026,5.228071,83660160,32,10106872,2010,24000000
tt0337692,6.1,Adventure,137,136,254,1.010458,2.168126,2.919674,7.863044,9313302,26,39550,2010,25000000
tt0067800,7.5,Crime,116,270,159,1.322952,3.772248,1.73891,2.537513,11253821,26,5123760,2010,25000000
tt0968264,6.9,Crime,122,139,199,6.432414,7.315426,8.249786,3.728508,15907411,25,3506602,2010,25000000
tt0872230,4.8,Horror,107,139,158,2.397256,3.288696,1.729588,2.297857,16727470,12,6842220,2010,25000000
tt1291584,8.2,Drama,140,556,327,1.876337,9.489176,2.091106,3.939419,24215385,42,5242107,2010,25000000
tt0480255,6.4,Action,97,170,211,1.080507,8.066664,9.764883,4.491801,29863840,32,9406348,2010,25000000
tt1034389,6.2,Action,114,197,216,1.116092,4.845434,3.113552,5.843727,36054706,33,8684464,2010,25000000
tt1270761,5.6,Fantasy,99,259,300,1,4.848648,8.47098,4.797268,39126427,35,8525728,2010,25000000
tt1322269,7.2,Drama,121,297,325,1.533982,6.42216,8.71363,8.184539,50738810,46,179302,2010,25000000
tt0989757,6.3,Drama,115,204,160,2.070234,4.845434,6.866925,3.971497,142033509,17,30468614,2010,25000000
tt1411238,6.2,Comedy,107,187,243,1.723389,14.229283,4.108568,6.028414,149228078,30,19652921,2010,25000000
tt1454029,8.1,Drama,146,491,384,1.11702,6.764408,3.972299,3.856623,213120004,34,26044590,2010,25000000
tt1038686,5.2,Action,100,324,226,1.009826,5.326419,5.000421,2.187691,67647574,25,17501625,2010,26000000
tt0795351,6.2,Horror,109,192,166,1.000066,3.404144,3.882162,7.595408,28773827,27,5350570,2010,27000000
tt1219289,7.4,Mystery,105,415,380,3.068278,5.798012,3.179231,3.487368,155564919,72,18907302,2010,27000000
tt1586752,6.8,Action,129,127,138,1.192732,8.855477,5.043143,4.232354,3721988,31,45130,2010,30000000
tt1438176,6.4,Comedy,106,246,359,2.029761,4.258508,4.444816,3.949247,40520649,36,8114388,2010,30000000
tt1449283,7.2,Animation,63,60,162,1.000003,3.014229,2.441083,4.459143,50145607,46,7857076,2010,30000000
tt1583420,6.1,Comedy,98,192,219,8.21753,8.21753,8.184539,1.17927,61449135,28,13096065,2010,30000000
tt0993842,6.8,Action,111,461,420,1.542765,7.276467,16.031375,4.192048,65343694,43,12370549,2010,30000000
tt1458175,7.4,Action,133,250,239,1.437093,6.409724,4.888279,20.763191,67255916,40,6542779,2010,30000000
tt1259521,7,Comedy,95,"1,043",646,2.307018,1.852891,20.628631,1.915245,70742948,50,14743614,2010,30000000
tt0892318,6.6,Adventure,105,163,159,1.009835,6.866925,2.341897,2.330445,82148538,27,13540486,2010,30000000
tt0758752,6.7,Comedy,112,228,220,2.768718,6.872263,9.871183,3.710255,102716321,34,9739161,2010,30000000
tt0881320,5.9,Adventure,108,219,247,1.000202,1.433465,1.036,1.470996,104283753,34,9447930,2010,30000000
tt1605783,7.7,Comedy,94,551,509,5.061426,6.809752,9.208256,3.757674,162816399,41,599003,2010,30000000
tt1193631,6.2,Drama,107,87,138,2.710889,1.517965,1.739543,4.105952,165889117,28,15812311,2010,30000000
tt1053424,6.3,Action,111,190,195,1.000683,7.852026,6.549709,4.602001,18195238,39,6126170,2010,32000000
tt1322312,6.3,Comedy,102,118,167,1.018784,7.223705,4.618976,3.355681,43603990,28,6884964,2010,32000000
tt1464174,4.4,Action,107,49,86,1.000024,3.55013,1.042813,4.272606,82332450,27,16300803,2010,32000000
tt0945513,7.5,Mystery,93,590,531,1.751834,6.872263,5.043143,8.388478,140428499,63,14812094,2010,32000000
tt1655460,5.6,Comedy,98,145,161,2.296212,6.636919,4.645266,5.533412,24159934,33,6526650,2010,32500000
tt1093357,4.9,Action,89,221,196,1.000018,5.103592,9.760841,4.094237,62831715,28,2993519,2010,34800000
tt0492389,3.8,Comedy,92,89,101,1.002636,6.872791,4.215423,1.00324,39340177,20,6627564,2010,35000000
tt1028576,7.2,Biography,123,137,162,1.045982,17.22473,3.869653,1.54469,60376247,20,12694770,2010,35000000
tt0478304,6.8,Drama,139,"1,015",597,1.153341,10.135866,5.109926,9.39752,61721826,33,4983,2010,35000000
tt0491152,5.9,Comedy,112,157,128,1.011021,4.432279,3.741113,1.020647,65084116,26,13945368,2010,35000000
tt1600195,5.1,Action,106,180,177,1.05991,2.693235,3.001467,3.354239,86648359,39,10925253,2010,35000000
tt1415283,6.1,Comedy,109,59,95,1.538467,4.668139,3.18352,8.275229,97799865,30,8407685,2010,35000000
tt0087800,7.5,Horror,91,714,174,2.397256,1.186294,19.45855,3.228835,117729621,79,32902299,2010,35000000
tt1499658,6.9,Comedy,98,405,341,2.270762,3.258353,3.413691,1.894902,212417601,83,28302165,2010,35000000
tt1403865,7.6,Adventure,110,746,498,2.123973,6.54252,8.312798,3.54645,252276928,71,24830443,2010,35000000
tt0377981,6,Animation,84,120,203,1.056104,8.249786,9.036686,3.277454,193737977,43,25356909,2010,36000000
tt1385867,5.6,Action,107,178,202,3.238039,10.184027,3.885277,1.004082,55909910,33,18211126,2010,37000000
tt1161864,6,Drama,114,205,268,1.000634,3.320576,10.561283,4.457283,97143987,27,14789393,2010,37000000
tt0840361,7.6,Crime,125,437,382,10.713996,10.713996,3.589376,5.311996,152566881,45,23808032,2010,37000000
tt1055292,6.6,Comedy,114,98,142,5.283082,5.627059,7.059138,2.712441,105887837,29,14506464,2010,38000000
tt1067583,6.9,Drama,120,271,274,2.168575,6.516024,6.783647,6.221535,116809717,22,16842353,2010,38000000
tt0889588,7.1,Drama,125,33,66,2.060162,4.664652,4.82908,2.633037,356149,12,42755,2010,40000000
tt0913968,7.1,Action,126,65,110,1.012722,6.23157,4.069934,2.199631,38899792,18,10073,2010,40000000
tt1334512,5.7,Comedy,110,166,178,1.003791,3.549099,5.222081,5.123338,47787943,23,12222756,2010,40000000
tt1126618,6.5,Comedy,102,166,211,1.005012,9.208256,9.157321,4.073776,59795070,30,2876,2010,40000000
tt1189340,7.3,Crime,119,217,276,1.537434,6.822825,4.828882,7.471412,87145086,32,13206453,2010,40000000
tt0479997,5.4,Action,95,218,278,1.000073,6.363603,3.886291,3.789682,91126600,35,10612375,2010,40000000
tt1226229,6.4,Adventure,109,198,221,1.646037,4.372653,3.549099,3.861808,91455875,30,17570955,2010,40000000
tt1262416,6.2,Horror,111,532,425,2.397256,4.139089,5.903853,2.235103,95989590,46,5815,2010,40000000
tt1092026,7,Adventure,104,343,346,1.014005,6.151695,2.62256,3.408007,101162106,37,13043310,2010,40000000
tt1401152,6.9,Action,113,340,353,1.119826,20.763191,4.056694,3.205076,136123083,29,3746,2010,40000000
tt1285016,7.7,Biography,120,732,567,5.8893,5.824542,4.07007,4.163265,224922135,72,22445653,2010,40000000
tt1053810,6.2,Comedy,100,135,105,1.620241,6.809752,6.961499,3.580618,7684524,20,3251884,2010,41000000
tt1032751,6.3,Action,100,103,94,1.0504,1.483777,2.700911,5.785844,8514325,20,3048665,2010,42000000
tt1486185,5.4,Fantasy,100,291,293,2.599734,6.866925,2.585105,7.740216,91678442,41,14005335,2010,42000000
tt0472399,6.6,Action,93,188,257,2.447927,17.767075,5.704516,5.843727,76347393,50,11422006,2010,42500000
tt1438254,6.5,Drama,99,85,113,1.000003,10.485838,4.485531,2.456116,48478084,24,12381585,2010,44000000
tt0376136,6.2,Comedy,120,168,281,1.000866,19.45855,4.699463,4.153401,21544732,64,5135369,2010,45000000
tt1139328,7.2,Drama,128,363,340,2.429089,9.1312,10.200669,4.006478,65532491,40,183009,2010,45000000
tt1038919,5.5,Action,110,140,161,1.000747,6.636919,8.855477,1.000072,135808837,39,20686423,2010,45000000
tt1075747,4.7,Action,81,187,180,1.000112,16.819145,8.496522,3.869653,11022696,27,5379365,2010,47000000
tt0808510,5,Comedy,101,72,115,1.361808,10.726285,3.573313,4.744141,112610386,29,14010409,2010,48000000
tt1092634,6.4,Drama,105,31,56,1.000634,5.649839,7.512915,2.633037,15505922,17,26604,2010,50000000
tt1240982,5.5,Adventure,102,281,208,2.277909,2.418467,14.229283,11.759106,26121638,25,9360020,2010,50000000
tt1374992,6.4,Drama,104,165,170,1.000008,2.473132,6.543151,3.889604,26387039,44,28722,2010,50000000
tt1502404,5.4,Action,105,220,296,1.594654,6.363603,6.629287,4.331939,41042583,38,5187625,2010,50000000
tt1462041,6,Drama,84,150,178,1.060279,8.62256,7.701464,7.088523,41642166,35,8129355,2010,50000000
tt1212419,6.5,Drama,129,337,317,5.965496,8.312798,3.102853,18.750852,105246941,29,220322,2010,50000000
tt1210166,7.6,Biography,133,326,423,1.162116,10.135866,7.315426,4.372653,111300835,31,19501302,2010,50000000
tt1464540,6.1,Action,109,353,289,3.219859,2.360702,5.999035,1.631784,146195159,48,10500,2010,50000000
tt1570728,7.4,Comedy,118,312,310,1.120599,5.68539,7.875337,6.696419,147142328,36,17952,2010,50000000
tt1650062,7,Mystery,112,865,549,5.941918,14.272307,1.667466,2.103616,257972745,38,35451168,2010,50000000
tt1385826,7.1,Romance,106,428,414,1.286852,8.312798,9.036686,1.000004,126931325,49,21157730,2010,50200000
tt1126591,6.4,Drama,119,226,195,1.000055,4.188065,1.562097,4.121418,90552675,26,11947744,2010,55000000
tt1279935,6.3,Comedy,97,222,250,2.075015,5.68539,2.709156,9.613769,152269033,39,25207599,2010,55000000
tt1396218,6,Comedy,94,112,183,1.624565,8.176789,20.840426,1.63744,189624452,53,18445355,2010,55000000
tt1071875,4.3,Action,95,343,289,1.717997,6.363603,4.457283,8.066664,149217355,48,22115334,2010,57000000
tt1220634,5.9,Action,97,419,256,2.076353,9.729485,4.290322,4.292289,295874190,66,26650264,2010,57500000
tt1226273,6.6,Crime,117,265,260,2.089227,5.186713,3.915852,6.441756,82812456,40,17214384,2010,60000000
tt0822847,5.7,Action,87,238,195,1.009826,5.326419,2.932415,5.138407,84154026,49,14953664,2010,60000000
tt1245526,7.1,Action,111,337,324,1.862713,10.184027,5.222081,10.631442,196439693,60,3176,2010,60000000
tt0879870,5.7,Drama,133,310,215,2.111236,8.184539,5.413884,3.971497,206598789,32,23104523,2010,60000000
tt1411704,5.5,Animation,95,90,156,1.191952,3.549099,6.822244,3.312157,188657593,29,37543710,2010,63000000
tt0087985,6.4,Action,114,398,108,1.510393,2.688374,5.140891,3.884478,48164150,23,14276668,2010,65000000
tt1231583,6.6,Comedy,95,297,308,1.283371,16.893867,5.522748,5.043143,211739043,40,32689406,2010,65000000
tt1325004,5,Adventure,124,506,281,1.533208,7.863044,6.516024,2.693235,706102828,68,13207,2010,68000000
tt0427152,5.9,Comedy,114,276,192,2.154684,5.68539,4.645266,2.736746,86796502,22,23527839,2010,69000000
tt1323594,7.7,Animation,95,313,313,1.374745,5.68539,2.903831,3.549099,543495033,107,56397125,2010,69000000
tt1578275,5.3,Comedy,111,145,183,7.364804,5.643957,5.900541,5.731955,70546865,34,17816230,2010,70000000
tt1027718,6.2,Drama,133,249,293,2.290933,5.864879,4.600271,3.249483,137431619,48,19011188,2010,70000000
tt1217613,5.8,Action,116,816,356,2.050564,4.153401,5.491766,4.17502,213463976,61,35573187,2010,70000000
tt1375670,6,Comedy,102,317,178,3.183311,10.445516,7.350589,5.900541,272223430,49,40506564,2010,75000000
tt0765128,7.8,Documentary,84,45,114,2.224936,10.200669,2.224936,1.510069,86787530,25,6058958,2010,80000000
tt1222817,5.2,Comedy,102,129,176,1.122377,5.900541,3.491034,4.517143,170805525,34,20065617,2010,80000000
tt1302067,4.6,Animation,80,104,142,2.239125,4.896367,4.163265,5.249237,204774690,36,16411322,2010,80000000
tt1564367,6.4,Comedy,117,216,203,3.183311,10.445516,6.636919,1.352974,214974953,38,30514732,2010,80000000
tt1320253,6.5,Action,103,759,425,10.914564,10.914564,17.767075,6.23157,268268174,81,34825135,2010,82000000
tt0446029,7.5,Action,112,562,400,1.573603,4.125462,7.401619,2.58771,48056764,46,10609795,2010,85000000
tt1287468,4.3,Action,82,65,90,2.107282,2.469405,3.281611,4.144936,113026383,25,12279363,2010,85000000
tt0477080,6.8,Action,98,335,316,3.118818,6.59132,8.840379,3.491034,165720921,40,22688457,2010,95000000
tt0814255,5.9,Adventure,118,434,218,1.891336,6.786006,3.243606,3.746554,223050874,59,31236067,2010,95000000
tt1261945,4.4,Comedy,146,302,219,1.010221,2.115864,7.643113,3.260047,294680778,27,31001870,2010,95000000
tt0947810,6.8,Action,115,264,266,1.788236,8.312798,5.779708,3.322794,97523020,41,14309295,2010,100000000
tt1219342,7,Animation,97,167,186,5.550728,2.473132,3.21705,7.743681,139716717,54,16112211,2010,100000000
tt1386588,6.7,Action,107,326,271,3.087322,3.208619,9.613769,1.006587,170936470,46,35543162,2010,100000000
tt1243957,6,Action,103,389,321,1.000092,19.45855,9.968347,5.326419,278731369,42,16472458,2010,100000000
tt0970866,5.5,Comedy,98,160,178,2.273923,6.155562,2.763303,12.081199,310650574,50,30833665,2010,100000000
tt0429493,6.8,Action,117,370,314,2.79094,20.763191,5.798012,2.844872,177241171,59,25669455,2010,110000000
tt0990407,5.8,Action,119,452,444,2.443384,3.408007,1.050569,6.221535,229155503,45,33526876,2010,110000000
tt0433035,7.1,Action,127,440,328,2.075015,11.578725,3.610704,4.792263,263880341,66,870068,2010,110000000
tt1320261,4.9,Adventure,85,124,182,1.149971,6.961499,9.036686,2.903831,232017848,42,6307691,2010,112000000
tt1013743,6.3,Action,109,368,287,2.643253,12.950508,6.941386,2.57664,258751370,51,20139985,2010,117000000
tt0343818,7.1,Action,115,808,226,1.871821,8.190976,4.17502,5.286499,31267492,64,52179887,2010,120000000
tt0800320,5.8,Action,106,641,343,2.649166,7.835565,20.763191,8.275229,493214888,51,61235105,2010,125000000
tt0944835,6.4,Action,100,526,328,1.183156,9.968347,4.940543,3.956673,290650494,38,36011243,2010,130000000
tt1001526,7.3,Animation,95,201,231,2.420806,3.208619,4.372653,10.135866,321887208,66,46016833,2010,130000000
tt1305591,5.4,Animation,88,118,130,1.097196,4.159698,2.904266,1.705298,39549758,34,6914488,2010,150000000
tt0034398,7.4,Horror,70,207,106,1.002859,2.642922,1.073217,1.499301,142634358,22,31479235,2010,150000000
